Course_Name,rating,topics covered,Designed for,Certification Type,Duration
SAP Technology Consultant,4.7,"[' Leadership and Management, Strategy and Operations, Cloud-Based Integration, Business Analysis, Business Transformation, Business Process Management, Cloud Applications, Strategy, Customer Analysis, Planning, Project Management, Business Intelligence, Software As A Service, Supply Chain and Logistics, Cloud Standards, Cloud Computing, Network Architecture, Software Architecture, System Software, Communication']",Beginner , Professional Certificate , 3 - 6 Months
Generative AI for Software Developers,4.6,"[' Artificial Neural Networks, Software Engineering']",Intermediate , Specialization , 1 - 3 Months
Generative AI for Product Managers,4.6,"[' Artificial Neural Networks, Product Lifecycle, Product Management']",Intermediate , Specialization , 1 - 3 Months
Generative AI for Data Scientists,4.6,"[' Artificial Neural Networks, Data Analysis, Data Science']",Intermediate , Specialization , 1 - 3 Months
Meta Database Engineer,4.6,"[' SQL, Databases, Statistical Programming, Python Programming, Database Design, Programming Principles, Algorithms, Computer Science, Big Data, Software Testing, Application Development, Collaboration, Communication, Computer Programming, Data Analysis, Data Management, Data Model, Data Structures, Data Warehousing, Database Administration, Database Application, Database Theory, Django (Web Framework), Javascript, Leadership and Management, Linux, Problem Solving, Project Management, Software Engineering, Software Engineering Tools, Tableau Software, Tensorflow, Web Development']",Beginner , Professional Certificate , 3 - 6 Months
Generative AI for Data Engineers,4.6,[' Artificial Neural Networks'],Intermediate , Specialization , 1 - 3 Months
IBM Generative AI for Cybersecurity Professionals,4.6,[' Artificial Neural Networks'],Intermediate , Specialization , 1 - 3 Months
Generative AI for Data Analysts,4.6,"[' Artificial Neural Networks, Data Analysis']",Intermediate , Specialization , 1 - 3 Months
IBM AI Engineering,4.6,"[' Machine Learning, Deep Learning, Artificial Neural Networks, Human Learning, Python Programming, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Machine Learning Software, Regression, Network Model, Statistical Machine Learning, Computer Vision, Apache, Big Data, Computer Programming, Data Analysis, Network Architecture, Extract, Transform, Load, Plot (Graphics), Data Visualization, Tensorflow, Visualization (Computer Graphics), Natural Language Processing, Data Science']",Intermediate , Professional Certificate , 3 - 6 Months
Generative AI Leadership & Strategy,4.8,"[' Creativity, Problem Solving, Risk Management, Writing']",Beginner , Specialization , 1 - 3 Months
IBM Data Warehouse Engineer,4.7,"[' Data Management, Databases, Database Administration, Extract, Transform, Load, Data Warehousing, Data Engineering, Data Analysis, Computer Programming, Data Structures, SQL, Big Data, Database Application, Apache, Database Design, Database Theory, Data Analysis Software, Leadership and Management, Distributed Computing Architecture, Python Programming, Operational Analysis, System Programming, Warehouse Management, Cloud Computing, Linux, Network Security, Business Intelligence, Data Science, NoSQL, PostgreSQL']",Beginner , Professional Certificate , 3 - 6 Months
Generative AI Assistants,4.8,"[' Creativity, Problem Solving, Risk Management, Writing']",Beginner , Specialization , 1 - 3 Months
Business Analytics,4.6,"[' Data Analysis, Business Analysis, Probability & Statistics, Statistical Analysis, Leadership and Management, Basic Descriptive Statistics, Exploratory Data Analysis, Financial Analysis, Forecasting, Data Model, Mathematics, Performance Management, Strategy, Accounting, Customer Analysis, Human Resources, Human Resources Operations, Market Analysis, Market Research, Marketing, Mathematical Theory & Analysis, Operations Management, Operations Research, Organizational Development, People Analysis, People Management, Spreadsheet Software, Talent Management, Financial Accounting, People Development, Collaboration, Finance, Regulations and Compliance']",Beginner , Specialization , 3 - 6 Months
Advanced Learning Algorithms,4.9,"[' Applied Machine Learning, Machine Learning, Machine Learning Algorithms, Algorithms, Artificial Neural Networks, Deep Learning, Network Model, Tensorflow, Machine Learning Software, Training']",Beginner , Course , 1 - 4 Weeks
AnÃ¡lisis de Datos de Google,4.8,"[' Data Analysis, Data Management, Databases, Exploratory Data Analysis, Data Visualization, SQL, Business Analysis, Microsoft Excel, Process Analysis, Statistical Programming, Data Structures, Extract, Transform, Load, Spreadsheet Software, Communication, Operational Analysis, Computer Programming, Problem Solving, Strategy, Visualization (Computer Graphics), Statistical Analysis, Tableau Software, Plot (Graphics), Programming Principles, R Programming, Strategy and Operations, Research and Design, Business Communication, Computer Graphics, Data Model, Computer Architecture']",Beginner , Professional Certificate , 3 - 6 Months
Prompt Engineering for Law,4.8,"[' Creativity, Problem Solving, Writing']",Beginner , Specialization , 1 - 3 Months
Indigenous Canada,4.8,[' Critical Thinking'],Mixed , Course , 1 - 3 Months
IBM Applied DevOps Engineering,4.7,"[' DevOps, Software Engineering, Continuous Integration, Security Engineering, Kubernetes, Continuous Delivery, Software Testing, Agile Software Development, Application Development, Computer Programming, Cloud Computing, Docker (Software), IBM Cloud, Software Security, Scrum (Software Development), Cloud Applications, Leadership and Management']",Intermediate , Professional Certificate , 3 - 6 Months
IBM Product Manager,4.8,"[' Software Engineering, Agile Software Development, Scrum (Software Development), Communication, Leadership Development, Leadership and Management, Product Development, Product Lifecycle, Product Management, Product Strategy']",Beginner , Professional Certificate , 3 - 6 Months
Prompt Engineering for Educators,4.8,"[' Creativity, Problem Solving, Writing']",Beginner , Specialization , 1 - 3 Months
The Bits and Bytes of Computer Networking,4.7,"[' Computer Networking, Network Architecture, Network Model, Networking Hardware, Network Analysis, Critical Thinking, Problem Solving, Computer Architecture, Human Computer Interaction, Network Security, Cloud Computing']",Beginner , Course , 1 - 3 Months
Meta Marketing Analytics,4.8,"[' Marketing, Digital Marketing, Advertising, Data Analysis, Marketing Management, Media Strategy & Planning, Business Analysis, Statistical Analysis, Probability & Statistics, Market Analysis, Communication, General Statistics, Experiment, Regression, Statistical Tests, Market Research, Basic Descriptive Statistics, Probability Distribution, Brand Management, Forecasting, Research and Design, Data Visualization, Computer Programming, Data Management, Databases, Python Programming, SQL, Statistical Programming, Storytelling, Tableau Software']",Beginner , Professional Certificate , 3 - 6 Months
Neural Networks and Deep Learning,4.9,"[' Artificial Neural Networks, Deep Learning, Machine Learning, Machine Learning Algorithms, Python Programming, Computational Logic, Computer Programming, Network Model, Calculus, Human Learning, Regression, Mathematics']",Intermediate , Course , 1 - 4 Weeks
Connect and Protect: Networks and Network Security,4.8,"[' Network Security, Cloud Computing, Network Architecture']",Beginner , Course , 1 - 4 Weeks
Microsoft 365 Fundamentals,4.7,"[' Visual Design, Communication, Microsoft Excel, Data Visualization, Interactive Data Visualization, Spreadsheet Software, Computer Graphics, Critical Thinking, Data Analysis, Visualization (Computer Graphics), Business Communication, Collaboration, Data Model, Computer Graphic Techniques, Research and Design, Statistical Visualization, Writing, Accounting, Data Analysis Software, Graphic Design, General Accounting, Marketing Design, Product Design, Leadership and Management, Software Architecture, Software Engineering Tools']",Beginner , Specialization , 3 - 6 Months
Foundations of Positive Psychology,4.8,[' Resilience'],Beginner , Specialization , 3 - 6 Months
Prepare Data for Exploration,4.8,"[' Data Management, Data Analysis, Databases, Microsoft Excel, SQL, Spreadsheet Software']",Beginner , Course , 1 - 3 Months
Arizona State University TESOL,4.9,"[' Human Learning, Strategy, Planning, Writing, Mergers & Acquisitions']",Beginner , Professional Certificate , 3 - 6 Months
Excel Skills for Business,4.9,"[' Spreadsheet Software, Business Analysis, Microsoft Excel, Data Analysis, Plot (Graphics), Data Visualization, Data Model, Databases, Finance, Leadership and Management']",Beginner , Specialization , 3 - 6 Months
Ciberseguridad de Google,4.9,"[' Computer Programming, Databases, Linux, Python Programming, SQL']",Beginner , Professional Certificate , 3 - 6 Months
Workday Basics Series,4.7,[],Beginner , Course , 1 - 4 Weeks
Microsoft Cybersecurity Analyst,4.7,"[' Cloud Computing, Computer Architecture, Data Management, Leadership and Management, Microsoft Azure, Network Security, Operating Systems']",Beginner , Professional Certificate , 3 - 6 Months
Attract and Engage Customers with Digital Marketing,4.8,"[' Digital Marketing, Marketing, Search Engine Optimization, Marketing Management, Advertising, Media Strategy & Planning, Persona Research, Web Design, Web Development, Web Development Tools']",Beginner , Course , 1 - 4 Weeks
Project Planning: Putting It All Together,4.8,"[' Project Management, Strategy and Operations, Leadership and Management, Entrepreneurship, Finance, Planning, Supply Chain and Logistics, Budget Management, Communication, Risk Management, Procurement']",Beginner , Course , 1 - 3 Months
Digital Product Management,4.7,"[' Agile Software Development, Product Management, Leadership and Management, Design and Product, Software Engineering, Product Development, Project Management, User Experience, Customer Analysis, Product Design, Data Analysis, Business Analysis, Communication, Continuous Delivery, Planning, Product Strategy, Strategy, Visualization (Computer Graphics)']",Beginner , Specialization , 3 - 6 Months
